created,duration,id,name,status,time,local_date,local_time,updated,utc_offset,waitlist_count,yes_rsvp_count,link,description,how_to_find_us,visibility,rsvp_limit,manual_attendance_count,rsvp_close_offset,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,venue.zip,venue.state,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,group.localized_location,group.region
150853908e4,5400000,244388617,Rcpp Hands-on Workshop,upcoming,15126048e5,2017-12-06,18:00,1509943822e3,-21600000,0,15,https://www.meetup.com/R-Ladies-St-Louis/events/244388617/,"<p><img src=""https://i.imgflip.com/1xyoqa.jpg"" /></p> <p><b>R-Ladies of St. Louis...we have a solution just for you! </b></p> <p><b>Join us for a hands-on Rcpp workshop with St. Louis R-Lady and political scientist Erin Rossiter. Rcpp simplifies and speeds up functions by using C++ in combination with R. No C++ experience needed!</b></p> <p><br/><b>In addition to hands-on instruction, we will have drinks and snacks sponsored by neteffects, R book giveaways thanks to a generous gift from Sage Publishing, and cute new laptop stickers from @LockeData! See our Twitter feed @RLadiesSTL for pictures of the books and stickers.</b></p> <p><b>Please RSVP on the R-Ladies STL Meetup!</b></p> <p><br/><b>Contact us at &lt;a&gt;rladiesstl@gmail.com&lt;/a&gt; with questions.<br/></b></p> <p><b>See you theRe!</b></p> <p><b>Jenine &amp; Chelsea</b></p> <p><b>Food sponsor:</b></p> <p><img src=""https://secure.meetupstatic.com/photos/event/c/5/a/4/600_465950596.jpeg"" /></p> <p><b><br/></b></p> ",Morrissey Hall is located at 3700 Lindell Blvd just west of Grand,public,25,,,25564117,Morrissey Hall,38.63766098022461,-90.23697662353516,FALSE,3700 Lindell Boulevard,St. Louis,US,USA,,,1503944681e3,R-Ladies St. Louis,25681976,open,38.630001068115234,-90.19000244140625,R-Ladies-St-Louis,R-Ladies of St. Louis,"Saint Louis, MO",en_US
1511538221e3,,245361489,Reunión de cierre año 2017,upcoming,15126732e5,2017-12-07,16:00,1512066753e3,-10800000,0,26,https://www.meetup.com/rladies-scl/events/245361489/,"<p>¡Ya tenemos fecha para nuestra última reunión del 2017! </p> <p>El jueves 7 de diciembre a partir de las 16:00 haremos un evento especial de cierre de año: un meetup múltiple con el grupo de usuarios de R en Chile (useRchile) y con la comunidad de PowerBI. En esta ocasión, el foco estará puesto en la presentación de trabajos y proyectos. </p> <p><br/>Charla 1  - Alexis Alvear, Subdirector Data UC: ""Democratización de los Datos Públicos"".</p> <p>Charla 2 - Cesar Hormazábal, Data Science en Metric Arts: ""Utilizando R, llevando el Data Science a Power BI"".</p> <p>Charla 3 - Riva Quiroga, Facultad de Letras UC: ""Text mining en R: buscando patrones lingüísticos en discursos políticos"".</p> <p>Charla 4 - Derek Corcoran, Chief Experience Officer at Avoka: ""Análisis espaciales y machine learning para predecir los resultados de la NBA en R"".</p> <p>Charla 5 - Sara Acevedo, Doctora (c) en Ciencias de la Ingeniería UC: ""Aplicación de algoritmos de machine learning para la estimación de propiedades del suelo"".</p> <p>Charla 6 - Joshua Kunst, R fan: “¿Por qué Shiny? ¿Por qué con estilo?”</p> ",,public,40,,,25541430,Auditorio Mide-UC Campus San Joaquín,-33.49958801269531,-70.61544036865234,FALSE,"Av. Vicuña Mackenna 4860, Macul",Santiago,cl,Chile,,,1500409431e3,R-Ladies Santiago,25039094,open,-33.459999084472656,-70.63999938964844,rladies-scl,RLadies,"Santiago, Chile",en_US
1511042604e3,,245217280,Kick-starting R-Ladies Vancouver!!!!,upcoming,15126984e5,2017-12-07,18:00,151206781e4,-28800000,0,13,https://www.meetup.com/R-Ladies-Vancouver/events/245217280/,"<p>Hello R-Ladies community!</p> <p><br/>We are ready to kick-start our Vancouver chapter of the R-Ladies!</p> <p><br/>Come along to this introductory event where we will discuss the mission of R-Ladies, goals of our chapter and get to know each other. This event is kindly supported by Hothead Games, who are hosting us at their office downtown, thanks a bunch Hothead Games! Also, shout-out to RStudio for providing the food. Space is limited so please make sure you RSVP to get your spot.</p> <p><br/>If you haven’t done so yet, please fill out this survey to help us organize future events: <a href=""http://meet.meetup.com/wf/click?upn=pEEcc35imY7Cq0tG1vyTtzvunsCyKxCKYpTaEbXKAlBW3f8FXCLadsHoAxp5xgfj_CQ7n4E-2BgUeoCGIDa4hBlyamVQRfMhrZULcLb4L-2BbS6NUfsPuyG9IujIfOJGmsDiPFLBhOvBihI7EmYukDjP3BzYREAnCWvPIbLFcGUwr6RejKJGba7ejg502Z95BbO-2B573gbtpJhu6O29evC7fmv1NSi-2FoPKtqpyFqKmhkfPM0ahXv2-2FUcPyQj5-2BuV4wcH-2FucfHngE-2BWqi3hKmOWHgrn6xIz5cxcciSKdKrt4vhYAJ4-3D""><a href=""https://goo.gl/forms/oztMH7oj0bcKHFUq1"" class=""linkified"">https://goo.gl/forms/oztMH7oj0bcKHFUq1</a></a></p> <p><br/>Here is a tentative agenda. Times may shift depending on how many folks show up and what you are interested in sharing.</p> <p><br/> 6:00-6:15 pm - Arriving/networking</p> <p><br/> 6:15 pm: Introduction; a presentation with a discussion on:</p> <p> • What is R-Ladies?</p> <p> • What would we like to see at R-Ladies events</p> <p> • Share your comments about location for future meetups</p> <p> • Any other R-Ladies Vancouver issues you would like to discuss email: vancouver@rladies.org</p> <p><br/>7:00 pm - Lightning talks or an R related talk (depending on interest)</p> <p><br/>Lightning talks - this is an opportunity to informally introduce ourselves and share what we are using R for or what we are hoping to do with R (~ 5-10 minutes each). If you would like to give a little talk, here's a link to sign up <a href=""https://drive.google.com/open?id=1BQjWONGQ5RaRRIGKisJ43U0AuERCx-oUszQAap6gtms"">HERE</a>.There is no need for fancy slides (or any slides), the idea is to share our R interests/backgrounds and for the members to get to know each other.</p> ",,public,15,,,25072155,Hothead Games Office,49.29037094116211,-123.12954711914062,FALSE,1555 W. Pender St.,Vancouver,ca,Canada,"",BC,1507261656e3,R-Ladies Vancouver,26169684,open,49.279998779296875,-123.04000091552734,R-Ladies-Vancouver,Members,"Vancouver, BC",en_US
1511208203e3,7200000,245261565,R-Ladies Launch with Hadley Wickham,upcoming,15126228e5,2017-12-07,18:00,1511905385e3,46800000,0,8,https://www.meetup.com/rladies-auckland/events/245261565/,"<p>Hi Everyone!</p> <p><br/>We are thrilled to announce our meetup launch with Hadley Wickham presenting an introduction to the tidyverse. </p> <p>This will aimed all all R abilities. For those very new to R or those who have using the tidyverse for a while, you'll still pick up some new tricks.</p> <p>Bio: <br/>Hadley is Chief Scientist at RStudio, a member of the R Foundation, and Adjunct Professor at Stanford University and the University of Auckland. He builds tools (both computational and cognitive) to make data science easier, faster, and more fun. His work includes packages for data science (the tidyverse: including ggplot2, dplyr, tidyr, purrr, and readr) and principled software development (roxygen2, <br/>testthat, devtools). He is also a writer, educator, and speaker promoting the use of R for data science. Learn more on his website, <a href=""http://hadley.nz/""><a href=""http://hadley.nz"" class=""linkified"">http://hadley.nz</a></a> .</p> <p><br/>This meetup is being run in conjunction with the Data Science Discussion group <a href=""https://www.meetup.com/Data-Science-Discussion-Auckland/"" class=""linkified"">https://www.meetup.com/Data-Science-Discussion-Auckland/</a></p> <p><br/>We look forward to meeting you.</p> <p>R-Ladies Auckland.</p> <p>


<img src=""https://secure.meetupstatic.com/photos/event/e/8/1/600_466503713.jpeg"" /></p> ",,public,50,,,25626143,"SLT1 Lecture Theatre, Room G01, Building 303 Science Building, University of Auckland",0,0,FALSE,38 Princes Street,Auckland,nz,New Zealand,,,151119739e4,R-Ladies Auckland,26653882,approval,-36.849998474121094,174.75999450683594,rladies-auckland,Members,"Auckland, New Zealand",en_US
1507644441e3,5400000,244082002,R Beginners - Third Session,upcoming,15126894e5,2017-12-07,18:30,1512048785e3,-18000000,0,29,https://www.meetup.com/rladies-dc/events/244082002/,<p>This is the third workshop in our R Beginners series. We'll do a deeper dive into plotting and begin learning about R markdown. No prior experience with R is necessary - just please attempt installing R and Rstudio prior to attending :) Please don't forget to let me know your full name by COB the day before for the attendence list.<br/>Note: this date and location is still tentative!</p> ,,public,30,,,25255740,All Above All (offices),38.906097412109375,-77.04071807861328,FALSE,"1201 Connecticut Ave., NW, Suite 300",Washington,us,USA,"",DC,1481140109e3,R-Ladies Washington D.C.,21510971,open,38.90999984741211,-77.0199966430664,rladies-dc,R-Ladies,"Washington, DC",en_US
1510666118e3,,245104057,Building Shiny apps,upcoming,15126696e5,2017-12-07,19:00,1510920516e3,3600000,0,16,https://www.meetup.com/R-Ladies-Brussels/events/245104057/,"<p>Shiny is an R package to build interactive web apps. Here a simple example of what you can do with Shiny: <a href=""https://shiny.rstudio.com/gallery/tabsets.html""><a href=""https://shiny.rstudio.com/gallery/tabsets.html"" class=""linkified"">https://shiny.rstudio.com/gallery/tabsets.html</a></a></p> <p>Refer to RStudio's gallery for more examples.</p> <p>In this Shiny workshop you will learn how to build a Shiny app. We will cover Shiny app architecture, reactivity and how to share your app.</p> <p>What do you need?</p> <p>Bring your laptop with R, RStudio and Shiny package installed.</p> <p>We look forward to see you !</p> ",,public,,,,25271576,DigitYser,50.85734939575195,4.350038051605225,FALSE,Boulevard d'Anvers 40,Brussels,be,Belgium,,,1502796907e3,R-Ladies Brussels,25492745,open,50.83000183105469,4.329999923706055,R-Ladies-Brussels,Members,"Brussels, Belgium",en_US
1488227228e3,3600000,shrsrmywqblb,LunchinatoRs,upcoming,1512756e6,2017-12-08,12:00,1505943196e3,-21600000,0,1,https://www.meetup.com/R-Ladies-Ames/events/shrsrmywqblb/,"<p>Hosted by the Department of Ecology, Evolution, and Organismal Biology. </p> <p>This is a weekly meeting hosted by R-Lady Audrey McCombs and Haldre Rogers in EEOB for folks interested in learning R and eating lunch together. Thanks to Audrey for extending this invitation to all of R-Ladies Ames! They meet from 12-1pm every Friday in Bessey Hall, room 334. </p> <p>Email Audrey at amccombs@iastate.edu for more information. If you're looking to present some cool R packages, how to wrestle with analysis issues, good coding practices, data management techniques, or anything else that you find interesting and helpful when working in R, let Audrey know! They'd love to host your presentation!</p> ",Room 334,public,,,,25089815,Bessey Hall,42.02848815917969,-93.6446304321289,FALSE,2200 Osborn Drive,Ames,us,USA,50011,IA,1480118246e3,R-Ladies Ames,21280054,open,42.029998779296875,-93.63999938964844,R-Ladies-Ames,R-Ladies,"Ames, IA",en_US
1510628157e3,29700000,245095439,R shiny with Azure ML（限制學生以表單報名）,upcoming,15127812e5,2017-12-09,09:00,15116844e5,28800000,0,1,https://www.meetup.com/R-Ladies-Taipei/events/245095439/,"<p>歡迎在校有程式撰寫經驗同學報名活動~~~~</p> <p>微軟實習生計畫邀請R-laides Ning Chen 張懷文 （Huai-Wen Mia Chang） Kristen Chan 一起為女大生辦手把手<br/>""學習如何用鐵達尼號數據做出一個web service，上手Machine Learning Studio 以 Web 服務方式發佈模型，透過R Shiny做出可互動式預測結果並在 Azure 虛擬機器執行。""</p> <p>報名表單在此-&gt;<a href=""http://tinyurl.com/ycdl96zx"" class=""linkified"">http://tinyurl.com/ycdl96zx</a><br/>🎈活動時間：2017年12月9日(六)<br/>🎈活動對象：<br/>必要條件-&gt;6/30/2019具備大專院校在校生資格（含大學、研究所、博士生)之女生<br/>🎈優先條件-&gt;具有程式撰寫經驗者(請於報名表中詳細撰寫)<br/>🎈活動費用：FREE-&gt;精進coding的大好機會，女大生快來報名吧!</p> <p>*主辦方將以email方式通知報名成功者。</p> ",,public,1,,PT1021H,,,,,,,,,,,,1477246235e3,R-Ladies Taipei,20871369,open,25.020000457763672,121.44999694824219,R-Ladies-Taipei,Members,"Taipei, Taiwan",en_US
1511720542e3,9000000,245414733,Rise & Shiny - Interactive Maps (Leaflet),upcoming,15128316e5,2017-12-09,10:00,1511720542e3,-18000000,0,16,https://www.meetup.com/rladies-dc/events/245414733/,"<p>December <b>Rise &amp; Shiny</b> will cover topics in Interactive Maps and how to use the Leaflet package/framework in Shiny apps. We're going to try a slightly different format this month: less ""lecture"" tutorial, and more ""choose your own adventure"" tutorial. Our goal will be to publish tutorial material on Friday night, before the workshop, so that you can get a sense for what part or sections you might like to try working through on Saturday morning.</p> <p><b>Topics of Interest:</b><br/>- The leaflet package<br/>- R packages for extending leaflet<br/>- GeoJSON (what is it / how to create it)<br/>- Alternatives to leaflet<br/>- Github and shinyapps.io<br/>- Coffee and Muffins!</p> <p><b><i>Thanks as always to our sponsor, B23 - platform.b23.io</i></b></p> <p>This event is open to all members of the RStats community who support our mission of increasing gender diversity in tech. If this is your first meetup with us, please take a moment to read our <a href=""https://github.com/rladies/starter-kit/wiki/Code-of-Conduct"">code of conduct</a> before committing to attend.</p> ","Look for an R-Ladies Organizer in the building lobby entrance - If you know you'll be 15 minutes late or more, please give us a heads up in the comments!",public,,,,24926931,WeWork Tysons,38.92342758178711,-77.2208023071289,FALSE,1775 Tysons Blvd,tysons,us,USA,"",VA,1481140109e3,R-Ladies Washington D.C.,21510971,open,38.90999984741211,-77.0199966430664,rladies-dc,R-Ladies,"Washington, DC",en_US
1511210964e3,,245263160,Communicating Your Data Science Results and Wrangling Data,upcoming,1512837e6,2017-12-09,10:30,151207147e4,-21600000,0,8,https://www.meetup.com/RLadiesTC/events/245263160/,"<p>WHAT WE'RE DOING:</p> <p>You’ll learn to use R Markdown to communicate your data science results easily. Your end product will be a website (html), Word doc, or a pdf.  You’ll also learn to use R package dplyr to wrangle your data; this includes making and/or transforming variables. After the demos, we'll have some time to chat and try out our new skills.</p> <p>



WHAT TO BRING:</p> <p>Bring your laptop. Your laptop cord and a notebook might be a good idea, too. If you can, try to install R, R Studio, and the dplyr package before coming.</p> <p>



VOLUNTEERS:</p> <p>Amanda Doan will demonstrate how to use R Markdown and Katie Jolly will teach us how to use dplyr.</p> <p><br/>CONSUMING THINGS:</p> <p>Just down the hall is a mini coffee shop. (Bring your own mug to get 25 cents off!) Feel free to bring snackies or beverages from home.</p> <p>



LOCATION:</p> <p>Meet us in room <b>226 of O'Shaughnessy Science (OSS)</b>. This is connected to Owens and is part of the Frey Science Center (big cement sign out front). OSS is on the west side of Cretin between Grand and Summit. The east side of the building has an elevator and the building is ADA accessible.</p> <p>



PARKING:</p> <p><br/>You can park on Summit for free. The parking ramp (on Grand and Cretin) is very close to OSS and is decently priced ($1.00 or $1.50 per hour).</p> ",Room 226 in OSS. OSS is on Cretin between Grand and Summit.,public,,,,24291704,O'Shaughnessy Science Hall,44.944122314453125,-93.18971252441406,FALSE,"2115 Summit Ave, St Paul, MN ",55105,us,USA,"",MN,1427928185e3,R Ladies - Twin Cities,18529799,open,44.939998626708984,-93.220001220703125,RLadiesTC,Rmateys,"Minneapolis, MN",en_US
1511781953e3,,245433768,Kick-off Meeting,upcoming,1512837e6,2017-12-09,17:30,1511781953e3,3600000,0,9,https://www.meetup.com/rladies-leuven/events/245433768/,"<p>R-Ladies Leuven is now officially alive and kicking! And to celebrate we are organizing our first kick-off meeting to shape the future of our chapter. In this meeting, we will introduce R-Ladies and R-Ladies Leuven, we will get to know each other, and we will discuss how we want to shape future events in our community. </p> <p><br/>Schedule:</p> <p>5:30pm - Doors open</p> <p>5:45pm - Welcome and introduction to R-Ladies and R-Ladies Leuven (who we are!)</p> <p>6:00pm - Participants introduction (who you are and what you want to get from R-Ladies Leuven)</p> <p>6:30pm - Discussion and presentation of our December monthly meeting (we have one speaker already confirmed!)</p> <p><br/>This is our kick-off meeting and want to host it in an informal way to get to know each other. Because of that, we chose Pangaea, where we can meet and discuss while having some drinks and snacks. After the meeting, we can continue the discussion at the nearby STUKcafé.</p> <p>

Remember that the stated priority of the R-Ladies communities is the development &amp; support specifically of those identifying as female. However, due to unexpected demand, we have opened learning participation to all genders, provided everybody respects the guidelines of our code of conduct. So feel free to come and join!</p> ",,public,,,,23360892,Pangaea ,50.87302017211914,4.704579830169678,FALSE,"Andreas Vesaliusstraat 34, 3000 Lovaina",Lovaina,be,Belgium,,,1509377392e3,R-Ladies Leuven,26439137,open,50.880001068115234,4.699999809265137,rladies-leuven,R-Ladies,"Leuven, Belgium",en_US
1511823303e3,,245450756,Christmas Party!,upcoming,15129738e5,2017-12-11,17:30,1511910391e3,39600000,0,27,https://www.meetup.com/R-Ladies-Melbourne/events/245450756/,"<p><img src=""https://secure.meetupstatic.com/photos/event/b/8/e/0/600_466487328.jpeg"" /></p> <p>


Merry Christmas Everyone!</p> <p>To celebrate the festive season come and join us on December 11 for our annual R-Ladies Christmas Party! There will be R-related games with lots of prizes, drinks and pizza. Come along and get to know your fellow members!</p> <p>This is also a great opportunity to let us know your thoughts on the meetings we've had this year and what you would like to see next year. If you would like contribute to the group, whether by giving a short talk, workshop or seminar we would love to hear from you.</p> <p>It's going to be a great night and we hope to see everyone there!</p> <p>Please remember to bring a laptop with you.</p> <p>Wishing you all a safe and happy holiday.</p> <p>R-Ladies Melbourne</p> <p>


Graphics for the flyer were obtained from <br/>[A fractal Christmas Tree](<a href=""https://gist.github.com/toddleo/61dc86f7012a728944f2"" class=""linkified"">https://gist.github.com/toddleo/61dc86f7012a728944f2</a>)<br/>[A Simpler Christmas Tree](<a href=""https://gist.github.com/jtleek/4369771"" class=""linkified"">https://gist.github.com/jtleek/4369771</a>)</p> ",,public,,,,24579586,Zendesk Basement,-37.8170280456543,144.96153259277344,FALSE,"395 Collins St, Melbourne",Melbourne,au,Australia,,,1472776317e3,R-Ladies Melbourne,20378903,open,-37.810001373291016,144.9600067138672,R-Ladies-Melbourne,Members,"Melbourne, Australia",en_US
1511186164e3,7200000,245252742,Book Club,upcoming,15130368e5,2017-12-11,19:00,1511186164e3,-18000000,0,6,https://www.meetup.com/R-Ladies-RTP/events/245252742/,"<p>• What we'll do<br/>Join us as we work through the second section of R for Data Science (<a href=""http://r4ds.had.co.nz/wrangle-intro.html"" class=""linkified"">http://r4ds.had.co.nz/wrangle-intro.html</a>) in small groups. This is a great way for both new and experienced users to become more familiar with R.</p> <p>All events are intended for women as leaders, mentors, members, and attendees. We are emphatically queer and trans friendly. Men are welcomed to attend as guests. This group was created so those who identify as women have a comfortable place to learn. If you would like to attend and feel excluded, please introduce yourself to an organizer.</p> <p>• What to bring<br/>Please bring your own laptop.</p> ",Turn right when you first walk in and you'll find us sitting near the circular tables designated for quiet group discussion.,public,,,,6300922,Durham Public Library - South Regional Branch,35.9023323059082,-78.88829803466797,FALSE,4505 S. Alston Ave,Durham,us,USA,27713,NC,1471270976e3,R-Ladies RTP,20317472,open,36,-78.9000015258789,R-Ladies-RTP,Members,"Durham, NC",en_US
1503414537e3,,242739422,Holiday Exodus Pub Night,upcoming,15131196e5,2017-12-12,18:00,1503414537e3,-18000000,0,1,https://www.meetup.com/rladies-boston/events/242739422/,"<p>Nobody's in town! Let's do a no-stress thing! Input welcome for a no-prep, no-laptops [required] event :)</p> ",,public_limited,,0,,,,,,,,,,,,,1474065871e3,R-Ladies Boston,20433637,approval,42.36000061035156,-71.06999969482422,rladies-boston,R-ladies,"Boston, MA",en_US
1511354738e3,10800000,245307502,lightning_talks(R-Ladies),upcoming,1513098e6,2017-12-12,18:00,151181679e4,3600000,0,34,https://www.meetup.com/R-Ladies-Budapest/events/245307502/,"<p>Decemberben tiétek a főszerep!</p> <p>A program 5 perces lightning talk-okból fog állni, amiket ti tarthattok olyan témákról, amelyek titeket érdekelnek: egy hasznos R package, igzalamas esettanulmány, érdekes módszertan stb. Az előadások után pizza evés közben kötetlen beszélgetés során lehet ismerkedni, beszélgetni az elhangzott témákról.</p> <p>Az eddig beérkezett témák között van idősorelemzés, web scraping, szófelhő készítés sőt még dunnhumby esettanulmány is. Hamarosan közzé tesszük a végleges programot is, de még várjuk további előadók jelentkezését a budapest@rladies.org címen!</p> <p>----------------------------------------------------------------------------------------------------------------------</p> <p>Szervezési részletek</p> <p>Az Accenture biztonsági előírásait nekünk is teljesítenünk kell, így kérnénk Benneteket:</p> <p>• a teljes és pontos nevetekkel iratkozzatok fel<br/>• legfeljebb december 11. 12:00-ig<br/>• legyen Nálatok fényképes igazolvány és készítsétek is elő, hogy fennakadás mentes legyen a bejutás.</p> ",,public,80,,,25626669,"Accenture (Váci Greens, building B, 3rd floor)",0,0,FALSE,Bence u. 1.,Budapest,hu,Hungary,,,1485298222e3,R-Ladies Budapest,22066895,open,47.5099983215332,19.079999923706055,R-Ladies-Budapest,Members,"Budapest, Hungary",en_US
1510539674e3,7200000,245064725,R in the world of Education,upcoming,15131214e5,2017-12-12,18:30,1510539762e3,-18000000,0,50,https://www.meetup.com/rladies-newyork/events/245064725/,"<p>We are very excited to announce our last meetup of the year with Erin Grand.</p> <p>Her Talk: Many schools across the country are starting to use data to help improve student outcomes. In this talk, Erin will discuss what kind of data she gets to dive into and some of the challenges each project faces. She'll talk about ways to clean messy data, how using R has helped speed up everything, and the amazing janitor package.</p> <p>Her Bio:  Erin joined Uncommon Schools as an Associate Director of Data Analytics in the summer of 2016. Prior to Uncommon, she worked as a Data Scientist at Crisis Text Line and a software programmer at NASA. She recently completed her masters in Data Science at Columbia University. In the past, Erin researched star formation and taught introductory courses in astronomy and physics. In her free time, Erin enjoys reading, dancing and singing loudly to musical theatre.</p> <p>Agenda: </p> <p>6:30-6:45pm Light networking</p> <p>6:45-7:00pm R-Ladies New York Announcements</p> <p>7:00-7:45pm R in the world of Education by Erin Grand with Q&amp;A</p> <p>7:45-8:30pm End of year celebration/networking for R-ladies NewYork.</p> <p>We want to thank our very generous host, AT&amp;T NYC Data Science Research Center(<a href=""http://stats.research.att.com/"">stats.research.att.com</a>) for having us in their space. </p> ",,public,,,PT24H,25608394,AT&T NYC Data Science Research Center,40.71659469604492,-74.00605010986328,FALSE,"33 Thomas Street  New York, NY 10007",New York,us,USA,"",NY,147198606e4,R-Ladies New York,20346526,open,40.75,-73.98999786376953,rladies-newyork,Rladies,"New York, NY",en_US
1509631378e3,7200000,244750974,End of the Year Potluck with PyLadies RDU,upcoming,1513206e6,2017-12-13,18:00,1510451745e3,-18000000,0,13,https://www.meetup.com/R-Ladies-RTP/events/244750974/,"<p>The end of the year is a great time to relax, reflect and reequip. Please join R-Ladies RTP and PyLadies RDU for a potluck social including:</p> <p>1) Career Advice: Led by a member of PyLadies RDU.<br/>2) Speed Mentoring: We will use the format for PyLadies Boston<br/>3) Plenty of time to eat, drink and get to know each other.</p> <p>Please let us know what you plan on bringing to the potluck by signing up here: <a href=""http://signup.com/go/sZimTwh""><a href=""http://signup.com/go/sZimTwh"" class=""linkified"">http://signup.com/go/sZimTwh</a></a></p> <p><br/>This is a great time to reconnect with R-Ladies and meet PyLadies!</p> <p>All events are intended for women as leaders, mentors, members, and attendees. We are emphatically queer and trans friendly. Men are welcomed to attend as guests. This group was created so those who identify as women have a comfortable place to learn. If you would like to attend and feel excluded, please introduce yourself to an organizer.</p> ",,public,,,,25588409, Genesys,35.87411117553711,-78.84259796142578,FALSE,"4307 Emperor Blvd, Suite #300",Durham,us,USA,"",NC,1471270976e3,R-Ladies RTP,20317472,open,36,-78.9000015258789,R-Ladies-RTP,Members,"Durham, NC",en_US
1512009248e3,7200000,245516334,Intro to R Markdown + Collaborative Coding Activity w/Kaylene McClanahan,upcoming,15132096e5,2017-12-13,18:00,15120102e5,-21600000,0,27,https://www.meetup.com/rladies-chicago/events/245516334/,"<p>At this meetup, Kaylene McClanahan will lead us through our first collaborative coding activity! Kaylene will briefly introduce us to R Markdown (a great tool for easily annotating your code, sharing it with others, and turning your results into reports), and then we will work together in small groups to address a highly important and socially relevant question--where can you find NYC's most raging parties?</p> <p>We know the idea of coding with others can be daunting, but this is a safe space and everyone is welcome (even if you do not know how to use R yet). In fact, each group will be assigned a more experienced R user so this will be a great opportunity for beginners to see how other people deal with data in R! This will be a relaxed environment and a good chance to meet some of your fellow R Ladies, so please do not feel like you do not know enough to join in.</p> <p>If you can, bring your computer!</p> <p>Schedule:<br/>6:00-6:10--Food and introductions<br/>6:10-6:30--Brief explanation of R Markdown and introduction to the NYC party dataset<br/>6:30-7:20--Groups will explore the data and use R Markdown to document their process/results<br/>7:20-7:45--Groups will share what they did with the rest of the group (if they want to!)</p> ",,public,,0,,12326212,Microsoft Technology Center,41.88492965698242,-87.62199401855469,FALSE,"200 East Randolph Drive,  Suite 200 ",Chicago,us,USA,60602,IL,1499286643e3,R-Ladies Chicago,24848073,open,41.880001068115234,-87.62000274658203,rladies-chicago,R-Ladies,"Chicago, IL",en_US
1501810182e3,,242269579,"R for Data Science Workshop: Programming -- Functions, Vectors, and Iteration",upcoming,15132114e5,2017-12-13,18:30,1509471545e3,-21600000,0,17,https://www.meetup.com/rladies-austin/events/242269579/,<p>This is the fourth meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ Pipes with magrittr<br/>+ Functions<br/>+ Vectors<br/>+ Iteration with purrr</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ,,public,,0,,24123697,Yodle,30.395368576049805,-97.67219543457031,FALSE,12234 N Interstate 35 Frontage Rd #100 Bldg B,Austin,us,USA,"",TX,1485879617e3,R-Ladies Austin,22180445,open,30.219999313354492,-97.75,rladies-austin,Members,"Austin, TX",en_US
1511001724e3,,245207806,End of the year Orga meeting,upcoming,15132726e5,2017-12-14,18:30,1511252695e3,3600000,0,7,https://www.meetup.com/rladies-berlin/events/245207806/,"<p>Dear R-Ladies and friends,</p> <p>In good coding tradition, let's evaluate what we did so far and plan our next steps. We will meet on December the 14th and have a nice evening at a restaurant. Everybody who wants to join planning the next Meetups is welcome!</p> <p>See you</p> <p>Christin, Noa, Ulrike and Hanna</p> <p>


Note: I changed the beginning to 18:30, as reservations at the Umami are only for 18:30, Hanna</p> ",,public,,,,21943722,Umami,52.53464889526367,13.419710159301758,FALSE,Knaackstraße 16-18,10405 Berlin,de,Germany,,,1477914332e3,R-Ladies Berlin,20977178,open,52.52000045776367,13.380000114440918,rladies-berlin,R-Ladies,"Berlin, Germany",en_US
1511186423e3,7200000,245252807,Book Club,upcoming,15136416e5,2017-12-18,19:00,1511186423e3,-18000000,0,6,https://www.meetup.com/R-Ladies-RTP/events/245252807/,"<p>• What we'll do<br/>Join us as we work through the third section of R for Data Science (<a href=""http://r4ds.had.co.nz/program-intro.html"" class=""linkified"">http://r4ds.had.co.nz/program-intro.html</a>) in small groups. This is a great way for both new and experienced users to become more familiar with R.</p> <p>We'll take a couple weeks off for the holidays and continue with Book Club in early 2018!</p> <p>All events are intended for women as leaders, mentors, members, and attendees. We are emphatically queer and trans friendly. Men are welcomed to attend as guests. This group was created so those who identify as women have a comfortable place to learn. If you would like to attend and feel excluded, please introduce yourself to an organizer.</p> <p>• What to bring<br/>Please bring your own laptop.</p> ",Turn right when you first walk in and you will find us sitting near the circular tables designated for quiet group discussion.,public,,,,6300922,Durham Public Library - South Regional Branch,35.9023323059082,-78.88829803466797,FALSE,4505 S. Alston Ave,Durham,us,USA,27713,NC,1471270976e3,R-Ladies RTP,20317472,open,36,-78.9000015258789,R-Ladies-RTP,Members,"Durham, NC",en_US
